success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,bystander_condition,condition,participant,age,gender,inquiry,stimulus,response,item_type,question_order,block_type,file_name
NA,9931,survey-likert,9,2.0.0,91632,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""n_deepness_eval"":3,""j_deepness_eval"":6}",NA,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,12093,survey-likert,10,2.0.0,103730,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":4,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":4}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,23594,survey-likert,11,2.0.0,127328,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":4,""j_cert_far_from_alternative"":6,""n_cert_far_from_alternative"":3}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,11309,survey-likert,12,2.0.0,138640,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":3,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":0}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,5441,html-button-response,13,2.0.0,144083,prpxw9ysxc8,quick,moral,hamster,21,female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,3936,html-button-response,14,2.0.0,148022,prpxw9ysxc8,quick,moral,hamster,21,female,NA,<p> B saw their decision as an easy one and was <i> able to decide quickly </i>. B left the wallet where they found it and drove off. </i></p>,0,byst_scenario_quick,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,8020,survey-likert,15,2.0.0,156045,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""b_standards_eval"":2}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,5782,survey-likert,16,2.0.0,161830,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""b_principles_eval"":2}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,4133,survey-likert,17,2.0.0,165967,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""b_deepness_eval"":2}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,6086,survey-likert,18,2.0.0,172058,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""b_imp_calm_contained_RS"":3,""b_imp_upset_acted_without_thinking"":3}",NA,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,13819,survey-likert,19,2.0.0,185880,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""B_cert_quite_certain"":4,""B_cert_conflicted_RS"":3,""B_cert_reservations_RS"":3,""B_cert_far_from_alternative"":3}",NA,"[2,0,1,3]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,3136,survey-text,20,2.0.0,189020,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""participant_age"":""21""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,3799,survey-text,21,2.0.0,192824,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""gender"":""female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,25383,survey-likert,22,2.0.0,218213,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""ma_some_actions_wrong"":5,""ma_think_through"":6,""ma_outcomes_matter"":4,""ma_gut_feelings"":2,""ma_character_reflective"":5}",NA,"[3,1,2,0,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
NA,11966,survey-text,23,2.0.0,230184,prpxw9ysxc8,quick,moral,hamster,21,female,NA,NA,"{""Q0"":""Regarding logic vs emotional reasoning""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/prpxw9ysxc8_1772141669966.csv
TRUE,174964,fullscreen,0,null,175974,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,512,html-keyboard-response,1,2.0.0,176488,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,3236,survey-text,2,2.0.0,179751,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""participant_id"":""gazelle""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,4788,html-keyboard-response,3,2.0.0,184541,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,17980,html-button-response,4,2.0.0,202523,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,41652,html-button-response,5,2.0.0,244177,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,"<p> N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p><p>In contrast, J saw their decision as an easy one and was <i> able to decide quickly. J too did not steal the money </i> and instead left the wallet with Customer Service.</p>",0,moral_stimulus_2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,10202,survey-likert,6,2.0.0,254381,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""j_manipulation_check"":6,""n_manipulation_check"":0}",NA,"[0,1]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,34757,survey-likert,7,2.0.0,289140,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""n_standards_eval"":0,""j_standards_eval"":6}",NA,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,22584,survey-likert,8,2.0.0,311726,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""j_principles_eval"":6,""n_principles_eval"":0}",NA,"[0,1]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,33764,survey-likert,9,2.0.0,345493,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""j_deepness_eval"":5,""n_deepness_eval"":0}",NA,"[0,1]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,20488,survey-likert,10,2.0.0,365983,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":4,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,57824,survey-likert,11,2.0.0,423809,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""j_cert_quite_certain"":2,""n_cert_quite_certain"":4,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":4}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,29785,survey-likert,12,2.0.0,453596,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":1,""n_imp_upset_acted_without_thinking"":4}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,11590,html-button-response,13,2.0.0,465187,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,5024,html-button-response,14,2.0.0,470212,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,"<p> B saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking, B decided to leave the wallet where they found it and drove off. </p>",0,byst_scenario_slow,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,6600,survey-likert,15,2.0.0,476813,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""b_principles_eval"":2}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,4140,survey-likert,16,2.0.0,480956,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""b_standards_eval"":2}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,5261,survey-likert,17,2.0.0,486218,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""b_deepness_eval"":2}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,9686,survey-likert,18,2.0.0,495906,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""b_imp_upset_acted_without_thinking"":4,""b_imp_calm_contained_RS"":4}",NA,"[1,0]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,23999,survey-likert,19,2.0.0,519907,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""B_cert_quite_certain"":2,""B_cert_reservations_RS"":4,""B_cert_far_from_alternative"":1,""B_cert_conflicted_RS"":1}",NA,"[2,1,3,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,2722,survey-text,20,2.0.0,522635,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""participant_age"":""21""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,2680,survey-text,21,2.0.0,525320,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""gender"":""female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,23995,survey-likert,22,2.0.0,549317,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""ma_gut_feelings"":5,""ma_outcomes_matter"":5,""ma_some_actions_wrong"":5,""ma_character_reflective"":5,""ma_think_through"":5}",NA,"[0,2,3,4,1]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
NA,64364,survey-text,23,2.0.0,613686,psz0v7b5rj0,slow,moral,gazelle,21,female,NA,NA,"{""Q0"":""the experiment was about assumptions on others'morality base on their actions. there was no technical difficulties. ""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/psz0v7b5rj0_1772138079472.csv
TRUE,7316,fullscreen,0,null,8321,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,1190,html-keyboard-response,1,2.0.0,9513,pt1zhcln99t,quick,moral,goldfish,21,male,NA,Welcome to the experiment. Press any key to begin.,d,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,2941,survey-text,2,2.0.0,12458,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""participant_id"":""goldfish""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,5570,html-keyboard-response,3,2.0.0,18030,pt1zhcln99t,quick,moral,goldfish,21,male,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,20441,html-button-response,4,2.0.0,38473,pt1zhcln99t,quick,moral,goldfish,21,male,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,19447,html-button-response,5,2.0.0,57923,pt1zhcln99t,quick,moral,goldfish,21,male,NA,"<p> J saw their decision as an easy one and was <i> able to decide quickly. J did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",0,moral_stimulus_1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,13989,survey-likert,6,2.0.0,71914,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""j_manipulation_check"":6,""n_manipulation_check"":1}",NA,"[0,1]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,26439,survey-likert,7,2.0.0,98355,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""n_standards_eval"":5,""j_standards_eval"":4}",NA,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,24656,survey-likert,8,2.0.0,123013,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""n_principles_eval"":4,""j_principles_eval"":5}",NA,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,59298,survey-likert,9,2.0.0,182313,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""j_deepness_eval"":2,""n_deepness_eval"":4}",NA,"[0,1]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,26704,survey-likert,10,2.0.0,209021,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":4,""j_cert_reservations_RS"":1,""n_cert_reservations_RS"":5}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,29763,survey-likert,11,2.0.0,238787,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""j_cert_quite_certain"":5,""n_cert_quite_certain"":3,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":4}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,22934,survey-likert,12,2.0.0,261723,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""j_imp_calm_contained_RS"":5,""n_imp_calm_contained_RS"":3,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":0}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,9033,html-button-response,13,2.0.0,270758,pt1zhcln99t,quick,moral,goldfish,21,male,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,4130,html-button-response,14,2.0.0,274890,pt1zhcln99t,quick,moral,goldfish,21,male,NA,<p> B saw their decision as an easy one and was <i> able to decide quickly </i>. B left the wallet where they found it and drove off. </i></p>,0,byst_scenario_quick,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,11527,survey-likert,15,2.0.0,286418,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""b_standards_eval"":3}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,8652,survey-likert,16,2.0.0,295073,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""b_principles_eval"":4}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,5818,survey-likert,17,2.0.0,300892,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""b_deepness_eval"":2}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,29314,survey-likert,18,2.0.0,330208,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""B_cert_far_from_alternative"":1,""B_cert_reservations_RS"":1,""B_cert_quite_certain"":4,""B_cert_conflicted_RS"":1}",NA,"[3,1,2,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,9933,survey-likert,19,2.0.0,340143,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""b_imp_calm_contained_RS"":5,""b_imp_upset_acted_without_thinking"":0}",NA,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,3540,survey-text,20,2.0.0,343686,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""participant_age"":""21""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,6074,survey-text,21,2.0.0,349762,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""gender"":""male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,43590,survey-likert,22,2.0.0,393355,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""ma_character_reflective"":5,""ma_some_actions_wrong"":5,""ma_outcomes_matter"":3,""ma_gut_feelings"":1,""ma_think_through"":6}",NA,"[4,3,2,0,1]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
NA,40946,survey-text,23,2.0.0,434303,pt1zhcln99t,quick,moral,goldfish,21,male,NA,NA,"{""Q0"":""I believe this experiment was about how we may judge people's moral character depending on their intent and speed of judgement.""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pt1zhcln99t_1772139572411.csv
TRUE,34094,fullscreen,0,null,35102,pu9z6qycdaa,quick,moral,turtle,22,female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,3913,html-keyboard-response,1,2.0.0,39017,pu9z6qycdaa,quick,moral,turtle,22,female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,4497,survey-text,2,2.0.0,43517,pu9z6qycdaa,quick,moral,turtle,22,female,NA,NA,"{""participant_id"":""turtle""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,3193,html-keyboard-response,3,2.0.0,46711,pu9z6qycdaa,quick,moral,turtle,22,female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,10769,html-button-response,4,2.0.0,57482,pu9z6qycdaa,quick,moral,turtle,22,female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,11088,html-button-response,5,2.0.0,68571,pu9z6qycdaa,quick,moral,turtle,22,female,NA,"<p> N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p><p>In contrast, J saw their decision as an easy one and was <i> able to decide quickly. J too did not steal the money </i> and instead left the wallet with Customer Service.</p>",0,moral_stimulus_2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,11823,survey-likert,6,2.0.0,80396,pu9z6qycdaa,quick,moral,turtle,22,female,NA,NA,"{""j_manipulation_check"":5,""n_manipulation_check"":2}",NA,"[0,1]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,13368,survey-likert,7,2.0.0,93766,pu9z6qycdaa,quick,moral,turtle,22,female,NA,NA,"{""n_standards_eval"":5,""j_standards_eval"":6}",NA,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,12993,survey-likert,8,2.0.0,106761,pu9z6qycdaa,quick,moral,turtle,22,female,NA,NA,"{""n_principles_eval"":6,""j_principles_eval"":6}",NA,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,10342,survey-likert,9,2.0.0,117104,pu9z6qycdaa,quick,moral,turtle,22,female,NA,NA,"{""n_deepness_eval"":5,""j_deepness_eval"":6}",NA,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,12365,survey-likert,10,2.0.0,129471,pu9z6qycdaa,quick,moral,turtle,22,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":4,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":4}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,22510,survey-likert,11,2.0.0,151983,pu9z6qycdaa,quick,moral,turtle,22,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":2,""j_cert_far_from_alternative"":6,""n_cert_far_from_alternative"":1}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,17244,survey-likert,12,2.0.0,169228,pu9z6qycdaa,quick,moral,turtle,22,female,NA,NA,"{""j_imp_calm_contained_RS"":3,""n_imp_calm_contained_RS"":3,""j_imp_upset_acted_without_thinking"":4,""n_imp_upset_acted_without_thinking"":1}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,5057,html-button-response,13,2.0.0,174286,pu9z6qycdaa,quick,moral,turtle,22,female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
NA,3041,html-button-response,14,2.0.0,177328,pu9z6qycdaa,quick,moral,turtle,22,female,NA,<p> B saw their decision as an easy one and was <i> able to decide quickly </i>. B left the wallet where they found it and drove off. </i></p>,0,byst_scenario_quick,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pu9z6qycdaa_1772140157555.csv
