success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,bystander_condition,condition,participant,age,gender,inquiry,stimulus,response,item_type,question_order,block_type,file_name
NA,4832,survey-likert,16,2.0.0,130321,p6sw3wsogg9,quick,moral,swan,22,female,NA,NA,"{""b_standards_eval"":2}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p6sw3wsogg9_1772390285673.csv
NA,9045,survey-likert,17,2.0.0,139367,p6sw3wsogg9,quick,moral,swan,22,female,NA,NA,"{""b_deepness_eval"":0}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p6sw3wsogg9_1772390285673.csv
NA,5705,survey-likert,18,2.0.0,145075,p6sw3wsogg9,quick,moral,swan,22,female,NA,NA,"{""b_imp_upset_acted_without_thinking"":0,""b_imp_calm_contained_RS"":6}",NA,"[1,0]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p6sw3wsogg9_1772390285673.csv
NA,12757,survey-likert,19,2.0.0,157834,p6sw3wsogg9,quick,moral,swan,22,female,NA,NA,"{""B_cert_reservations_RS"":1,""B_cert_far_from_alternative"":4,""B_cert_conflicted_RS"":1,""B_cert_quite_certain"":6}",NA,"[1,3,0,2]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p6sw3wsogg9_1772390285673.csv
NA,2257,survey-text,20,2.0.0,160092,p6sw3wsogg9,quick,moral,swan,22,female,NA,NA,"{""participant_age"":""22""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p6sw3wsogg9_1772390285673.csv
NA,2898,survey-text,21,2.0.0,162993,p6sw3wsogg9,quick,moral,swan,22,female,NA,NA,"{""gender"":""female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p6sw3wsogg9_1772390285673.csv
NA,21384,survey-likert,22,2.0.0,184380,p6sw3wsogg9,quick,moral,swan,22,female,NA,NA,"{""ma_gut_feelings"":5,""ma_some_actions_wrong"":6,""ma_think_through"":6,""ma_outcomes_matter"":4,""ma_character_reflective"":6}",NA,"[0,3,1,2,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p6sw3wsogg9_1772390285673.csv
NA,16377,survey-text,23,2.0.0,200759,p6sw3wsogg9,quick,moral,swan,22,female,NA,NA,"{""Q0"":""To see if taking more time to think about a moral decision was perceived as bad""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p6sw3wsogg9_1772390285673.csv
TRUE,38258,fullscreen,0,null,39264,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,1151,html-keyboard-response,1,2.0.0,40417,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,2641,survey-text,2,2.0.0,43063,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""participant_id"":""raccoon""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,3614,html-keyboard-response,3,2.0.0,46678,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",j,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,13247,html-button-response,4,2.0.0,59927,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,8981,html-button-response,5,2.0.0,68910,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,"<p> N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> they decided to pocket the money and drive off.</i></p><p> In contrast, J saw their decision as an easy one and was <i> able to decide quickly. J too pocketed the money and drove off. </i></p>",0,immoral_stimulus_2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,5614,survey-likert,6,2.0.0,74527,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""n_manipulation_check"":0,""j_manipulation_check"":6}",NA,"[1,0]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,20312,survey-likert,7,2.0.0,94843,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""j_principles_eval"":3,""n_principles_eval"":3}",NA,"[0,1]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,10347,survey-likert,8,2.0.0,105193,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""n_standards_eval"":3,""j_standards_eval"":3}",NA,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,5631,survey-likert,9,2.0.0,110826,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""n_deepness_eval"":3,""j_deepness_eval"":3}",NA,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,12714,survey-likert,10,2.0.0,123543,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":6,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":6}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,17714,survey-likert,11,2.0.0,141260,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":0,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":2}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,17863,survey-likert,12,2.0.0,159125,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":3,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":1}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,4497,html-button-response,13,2.0.0,163624,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,3582,html-button-response,14,2.0.0,167208,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,<p> B saw their decision as an easy one and was <i> able to decide quickly </i>. B left the wallet where they found it and drove off. </i></p>,0,byst_scenario_quick,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,4766,survey-likert,15,2.0.0,171975,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""b_principles_eval"":6}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,2814,survey-likert,16,2.0.0,174791,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""b_standards_eval"":6}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,2298,survey-likert,17,2.0.0,177092,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""b_deepness_eval"":6}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,6480,survey-likert,18,2.0.0,183574,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""b_imp_calm_contained_RS"":6,""b_imp_upset_acted_without_thinking"":0}",NA,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,7514,survey-likert,19,2.0.0,191091,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""B_cert_reservations_RS"":0,""B_cert_far_from_alternative"":0,""B_cert_quite_certain"":6,""B_cert_conflicted_RS"":0}",NA,"[1,3,2,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,2023,survey-text,20,2.0.0,193118,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""participant_age"":""21""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,1911,survey-text,21,2.0.0,195032,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,28992,survey-likert,22,2.0.0,224025,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""ma_character_reflective"":6,""ma_think_through"":6,""ma_outcomes_matter"":6,""ma_some_actions_wrong"":6,""ma_gut_feelings"":6}",NA,"[4,1,2,3,0]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
NA,5993,survey-text,23,2.0.0,230021,p758r54y2g2,quick,immoral,raccoon,21,Female,NA,NA,"{""Q0"":""Moral character""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p758r54y2g2_1772138969034.csv
TRUE,1083,fullscreen,0,null,2089,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,835,html-keyboard-response,1,2.0.0,2926,p89tcaflz0u,slow,immoral,crow,21,female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,1741,survey-text,2,2.0.0,4672,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""participant_id"":""crow""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,2149,html-keyboard-response,3,2.0.0,6822,p89tcaflz0u,slow,immoral,crow,21,female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,8396,html-button-response,4,2.0.0,15220,p89tcaflz0u,slow,immoral,crow,21,female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,6299,html-button-response,5,2.0.0,21521,p89tcaflz0u,slow,immoral,crow,21,female,NA,"<p> N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> they decided to pocket the money and drive off.</i></p><p> In contrast, J saw their decision as an easy one and was <i> able to decide quickly. J too pocketed the money and drove off. </i></p>",0,immoral_stimulus_2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,5696,survey-likert,6,2.0.0,27220,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""n_manipulation_check"":1,""j_manipulation_check"":6}",NA,"[1,0]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,13451,survey-likert,7,2.0.0,40673,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""j_standards_eval"":1,""n_standards_eval"":4}",NA,"[0,1]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,11078,survey-likert,8,2.0.0,51754,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""j_principles_eval"":1,""n_principles_eval"":5}",NA,"[0,1]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,21248,survey-likert,9,2.0.0,73004,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""n_deepness_eval"":4,""j_deepness_eval"":2}",NA,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,11664,survey-likert,10,2.0.0,84669,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,17298,survey-likert,11,2.0.0,101970,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":1,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":4}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,16847,survey-likert,12,2.0.0,118820,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":2,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":2}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,3665,html-button-response,13,2.0.0,122487,p89tcaflz0u,slow,immoral,crow,21,female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,4449,html-button-response,14,2.0.0,126938,p89tcaflz0u,slow,immoral,crow,21,female,NA,"<p> B saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking, B decided to leave the wallet where they found it and drove off. </p>",0,byst_scenario_slow,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,4046,survey-likert,15,2.0.0,130987,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""b_standards_eval"":2}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,4799,survey-likert,16,2.0.0,135787,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""b_principles_eval"":2}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,3398,survey-likert,17,2.0.0,139187,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""b_deepness_eval"":1}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,8830,survey-likert,18,2.0.0,148020,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""b_imp_calm_contained_RS"":4,""b_imp_upset_acted_without_thinking"":1}",NA,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,15613,survey-likert,19,2.0.0,163635,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""B_cert_reservations_RS"":5,""B_cert_far_from_alternative"":5,""B_cert_conflicted_RS"":4,""B_cert_quite_certain"":2}",NA,"[1,3,0,2]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,1618,survey-text,20,2.0.0,165254,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""participant_age"":""21""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,2397,survey-text,21,2.0.0,167654,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""gender"":""female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,30445,survey-likert,22,2.0.0,198102,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""ma_think_through"":5,""ma_gut_feelings"":2,""ma_character_reflective"":4,""ma_some_actions_wrong"":2,""ma_outcomes_matter"":2}",NA,"[1,0,4,3,2]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
NA,5282,survey-text,23,2.0.0,203387,p89tcaflz0u,slow,immoral,crow,21,female,NA,NA,"{""Q0"":""this is my experiment""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p89tcaflz0u_1772140083626.csv
TRUE,1640,fullscreen,0,null,2643,p9cept8dst3,slow,moral,bear,20,female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,1366,html-keyboard-response,1,2.0.0,4009,p9cept8dst3,slow,moral,bear,20,female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,1636,survey-text,2,2.0.0,5649,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""participant_id"":""bear""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,2973,html-keyboard-response,3,2.0.0,8622,p9cept8dst3,slow,moral,bear,20,female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,44639,html-button-response,4,2.0.0,53260,p9cept8dst3,slow,moral,bear,20,female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,14263,html-button-response,5,2.0.0,67524,p9cept8dst3,slow,moral,bear,20,female,NA,"<p> N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p><p>In contrast, J saw their decision as an easy one and was <i> able to decide quickly. J too did not steal the money </i> and instead left the wallet with Customer Service.</p>",0,moral_stimulus_2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,10683,survey-likert,6,2.0.0,78209,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""j_manipulation_check"":5,""n_manipulation_check"":2}",NA,"[0,1]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,14543,survey-likert,7,2.0.0,92753,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""j_standards_eval"":4,""n_standards_eval"":4}",NA,"[0,1]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,17784,survey-likert,8,2.0.0,110538,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""n_principles_eval"":4,""j_principles_eval"":4}",NA,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,6105,survey-likert,9,2.0.0,116645,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""n_deepness_eval"":4,""j_deepness_eval"":4}",NA,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,24286,survey-likert,10,2.0.0,140932,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""j_cert_conflicted_RS"":1,""n_cert_conflicted_RS"":3,""j_cert_reservations_RS"":1,""n_cert_reservations_RS"":3}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,91874,survey-likert,11,2.0.0,232803,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""j_cert_quite_certain"":5,""n_cert_quite_certain"":4,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":2}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,18533,survey-likert,12,2.0.0,251337,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""j_imp_calm_contained_RS"":5,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":1}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,3964,html-button-response,13,2.0.0,255303,p9cept8dst3,slow,moral,bear,20,female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,6882,html-button-response,14,2.0.0,262185,p9cept8dst3,slow,moral,bear,20,female,NA,"<p> B saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking, B decided to leave the wallet where they found it and drove off. </p>",0,byst_scenario_slow,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,4918,survey-likert,15,2.0.0,267104,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""b_standards_eval"":4}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,3135,survey-likert,16,2.0.0,270240,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""b_principles_eval"":4}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,35773,survey-likert,17,2.0.0,306013,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""b_deepness_eval"":4}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,16761,survey-likert,18,2.0.0,322776,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""B_cert_quite_certain"":2,""B_cert_far_from_alternative"":4,""B_cert_conflicted_RS"":2,""B_cert_reservations_RS"":4}",NA,"[2,3,0,1]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,4685,survey-likert,19,2.0.0,327462,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""b_imp_calm_contained_RS"":4,""b_imp_upset_acted_without_thinking"":4}",NA,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,3605,survey-text,20,2.0.0,331070,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""participant_age"":""20""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,3654,survey-text,21,2.0.0,334727,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""gender"":""female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,31755,survey-likert,22,2.0.0,366483,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""ma_some_actions_wrong"":1,""ma_think_through"":5,""ma_outcomes_matter"":5,""ma_character_reflective"":5,""ma_gut_feelings"":5}",NA,"[3,1,2,4,0]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
NA,11903,survey-text,23,2.0.0,378316,p9cept8dst3,slow,moral,bear,20,female,NA,NA,"{""Q0"":""human morale; no""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p9cept8dst3_1772141048307.csv
TRUE,4857,fullscreen,0,null,5863,pagox5o6sld,quick,immoral,sheep,22,female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pagox5o6sld_1772141454410.csv
