rt,trial_type,trial_index,likert_eval_number,time_elapsed,random_id,bystander_condition,condition,participant_id,age,gender,inquiry,stimulus,response,item_type,question_order,block_type,file_name,likert_question,likert_response,participant_age,what_experiment_about,participant_is_group_member,question_agent,actor_condition
11493,survey-likert,19,29,185294,pg7g0w6hkdm,quick,moral,horse,21,female,NA,NA,"{""B_cert_reservations_RS"":1,""B_cert_far_from_alternative"":1,""B_cert_conflicted_RS"":1,""B_cert_quite_certain"":5}",byst_scenario_quick,"[1,3,0,2]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pg7g0w6hkdm_1772142336703.csv,B_cert_reservations_RS,1,21,if the speed of making decisions reflect moral character,FALSE,b,bystander
22473,survey-likert,22,30,213176,pg7g0w6hkdm,quick,moral,horse,21,female,NA,NA,"{""ma_gut_feelings"":5,""ma_some_actions_wrong"":5,""ma_think_through"":5,""ma_outcomes_matter"":2,""ma_character_reflective"":5}",byst_scenario_quick,"[0,3,1,2,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pg7g0w6hkdm_1772142336703.csv,ma_gut_feelings,5,21,if the speed of making decisions reflect moral character,FALSE,NA,NA
22473,survey-likert,22,31,213176,pg7g0w6hkdm,quick,moral,horse,21,female,NA,NA,"{""ma_gut_feelings"":5,""ma_some_actions_wrong"":5,""ma_think_through"":5,""ma_outcomes_matter"":2,""ma_character_reflective"":5}",byst_scenario_quick,"[0,3,1,2,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pg7g0w6hkdm_1772142336703.csv,ma_character_reflective,5,21,if the speed of making decisions reflect moral character,FALSE,NA,NA
22473,survey-likert,22,32,213176,pg7g0w6hkdm,quick,moral,horse,21,female,NA,NA,"{""ma_gut_feelings"":5,""ma_some_actions_wrong"":5,""ma_think_through"":5,""ma_outcomes_matter"":2,""ma_character_reflective"":5}",byst_scenario_quick,"[0,3,1,2,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pg7g0w6hkdm_1772142336703.csv,ma_outcomes_matter,2,21,if the speed of making decisions reflect moral character,FALSE,NA,NA
22473,survey-likert,22,33,213176,pg7g0w6hkdm,quick,moral,horse,21,female,NA,NA,"{""ma_gut_feelings"":5,""ma_some_actions_wrong"":5,""ma_think_through"":5,""ma_outcomes_matter"":2,""ma_character_reflective"":5}",byst_scenario_quick,"[0,3,1,2,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pg7g0w6hkdm_1772142336703.csv,ma_some_actions_wrong,5,21,if the speed of making decisions reflect moral character,FALSE,NA,NA
22473,survey-likert,22,34,213176,pg7g0w6hkdm,quick,moral,horse,21,female,NA,NA,"{""ma_gut_feelings"":5,""ma_some_actions_wrong"":5,""ma_think_through"":5,""ma_outcomes_matter"":2,""ma_character_reflective"":5}",byst_scenario_quick,"[0,3,1,2,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pg7g0w6hkdm_1772142336703.csv,ma_think_through,5,21,if the speed of making decisions reflect moral character,FALSE,NA,NA
4949,survey-likert,6,1,23733,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_manipulation_check"":6,""n_manipulation_check"":0}",immoral_stimulus_2,"[0,1]",manipulation_check,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_manipulation_check,6,22 ,no idea,TRUE,j,fast
4949,survey-likert,6,2,23733,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_manipulation_check"":6,""n_manipulation_check"":0}",immoral_stimulus_2,"[0,1]",manipulation_check,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_manipulation_check,0,22 ,no idea,TRUE,n,slow
21019,survey-likert,7,3,44753,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""n_standards_eval"":3,""j_standards_eval"":0}",immoral_stimulus_2,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_standards_eval,3,22 ,no idea,TRUE,n,slow
21019,survey-likert,7,4,44753,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""n_standards_eval"":3,""j_standards_eval"":0}",immoral_stimulus_2,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_standards_eval,0,22 ,no idea,TRUE,j,fast
15553,survey-likert,8,5,60307,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""n_principles_eval"":4,""j_principles_eval"":0}",immoral_stimulus_2,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_principles_eval,4,22 ,no idea,TRUE,n,slow
15553,survey-likert,8,6,60307,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""n_principles_eval"":4,""j_principles_eval"":0}",immoral_stimulus_2,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_principles_eval,0,22 ,no idea,TRUE,j,fast
12200,survey-likert,9,7,72509,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""n_deepness_eval"":1,""j_deepness_eval"":5}",immoral_stimulus_2,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_deepness_eval,1,22 ,no idea,TRUE,n,slow
12200,survey-likert,9,8,72509,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""n_deepness_eval"":1,""j_deepness_eval"":5}",immoral_stimulus_2,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_deepness_eval,5,22 ,no idea,TRUE,j,fast
16703,survey-likert,10,9,89213,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":6,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":6}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_cert_conflicted_RS,0,22 ,no idea,TRUE,j,fast
16703,survey-likert,10,10,89213,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":6,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":6}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_cert_conflicted_RS,6,22 ,no idea,TRUE,n,slow
16703,survey-likert,10,11,89213,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":6,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":6}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_cert_reservations_RS,0,22 ,no idea,TRUE,j,fast
16703,survey-likert,10,12,89213,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":6,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":6}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_cert_reservations_RS,6,22 ,no idea,TRUE,n,slow
16118,survey-likert,11,13,105332,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":0,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":6}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_cert_quite_certain,6,22 ,no idea,TRUE,j,fast
16118,survey-likert,11,14,105332,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":0,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":6}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_cert_quite_certain,0,22 ,no idea,TRUE,n,slow
16118,survey-likert,11,15,105332,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":0,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":6}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_cert_far_from_alternative,0,22 ,no idea,TRUE,j,fast
16118,survey-likert,11,16,105332,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":0,""j_cert_far_from_alternative"":0,""n_cert_far_from_alternative"":6}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_cert_far_from_alternative,6,22 ,no idea,TRUE,n,slow
12567,survey-likert,12,17,117901,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_imp_calm_contained_RS"":3,""n_imp_calm_contained_RS"":6,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":0}",immoral_stimulus_2,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_imp_calm_contained_RS,3,22 ,no idea,TRUE,j,fast
12567,survey-likert,12,18,117901,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_imp_calm_contained_RS"":3,""n_imp_calm_contained_RS"":6,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":0}",immoral_stimulus_2,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_imp_calm_contained_RS,6,22 ,no idea,TRUE,n,slow
12567,survey-likert,12,19,117901,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_imp_calm_contained_RS"":3,""n_imp_calm_contained_RS"":6,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":0}",immoral_stimulus_2,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,j_imp_upset_acted_without_thinking,0,22 ,no idea,TRUE,j,fast
12567,survey-likert,12,20,117901,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""j_imp_calm_contained_RS"":3,""n_imp_calm_contained_RS"":6,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":0}",immoral_stimulus_2,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,n_imp_upset_acted_without_thinking,0,22 ,no idea,TRUE,n,slow
3601,survey-likert,15,21,127619,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""b_standards_eval"":6}",byst_scenario_quick,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,b_standards_eval,6,22 ,no idea,TRUE,b,bystander
3482,survey-likert,16,22,131102,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""b_principles_eval"":6}",byst_scenario_quick,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,b_principles_eval,6,22 ,no idea,TRUE,b,bystander
4517,survey-likert,17,23,135621,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""b_deepness_eval"":0}",byst_scenario_quick,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,b_deepness_eval,0,22 ,no idea,TRUE,b,bystander
5333,survey-likert,18,24,140955,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""b_imp_calm_contained_RS"":6,""b_imp_upset_acted_without_thinking"":0}",byst_scenario_quick,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,b_imp_calm_contained_RS,6,22 ,no idea,TRUE,b,bystander
5333,survey-likert,18,25,140955,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""b_imp_calm_contained_RS"":6,""b_imp_upset_acted_without_thinking"":0}",byst_scenario_quick,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,b_imp_upset_acted_without_thinking,0,22 ,no idea,TRUE,b,bystander
10933,survey-likert,19,26,151889,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""B_cert_conflicted_RS"":0,""B_cert_reservations_RS"":0,""B_cert_quite_certain"":6,""B_cert_far_from_alternative"":2}",byst_scenario_quick,"[0,1,2,3]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,B_cert_conflicted_RS,0,22 ,no idea,TRUE,b,bystander
10933,survey-likert,19,27,151889,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""B_cert_conflicted_RS"":0,""B_cert_reservations_RS"":0,""B_cert_quite_certain"":6,""B_cert_far_from_alternative"":2}",byst_scenario_quick,"[0,1,2,3]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,B_cert_quite_certain,6,22 ,no idea,TRUE,b,bystander
10933,survey-likert,19,28,151889,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""B_cert_conflicted_RS"":0,""B_cert_reservations_RS"":0,""B_cert_quite_certain"":6,""B_cert_far_from_alternative"":2}",byst_scenario_quick,"[0,1,2,3]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,B_cert_far_from_alternative,2,22 ,no idea,TRUE,b,bystander
10933,survey-likert,19,29,151889,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""B_cert_conflicted_RS"":0,""B_cert_reservations_RS"":0,""B_cert_quite_certain"":6,""B_cert_far_from_alternative"":2}",byst_scenario_quick,"[0,1,2,3]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,B_cert_reservations_RS,0,22 ,no idea,TRUE,b,bystander
16864,survey-likert,22,30,174744,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""ma_character_reflective"":5,""ma_think_through"":6,""ma_gut_feelings"":5,""ma_some_actions_wrong"":3,""ma_outcomes_matter"":5}",byst_scenario_quick,"[4,1,0,3,2]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,ma_gut_feelings,5,22 ,no idea,TRUE,NA,NA
16864,survey-likert,22,31,174744,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""ma_character_reflective"":5,""ma_think_through"":6,""ma_gut_feelings"":5,""ma_some_actions_wrong"":3,""ma_outcomes_matter"":5}",byst_scenario_quick,"[4,1,0,3,2]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,ma_character_reflective,5,22 ,no idea,TRUE,NA,NA
16864,survey-likert,22,32,174744,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""ma_character_reflective"":5,""ma_think_through"":6,""ma_gut_feelings"":5,""ma_some_actions_wrong"":3,""ma_outcomes_matter"":5}",byst_scenario_quick,"[4,1,0,3,2]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,ma_outcomes_matter,5,22 ,no idea,TRUE,NA,NA
16864,survey-likert,22,33,174744,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""ma_character_reflective"":5,""ma_think_through"":6,""ma_gut_feelings"":5,""ma_some_actions_wrong"":3,""ma_outcomes_matter"":5}",byst_scenario_quick,"[4,1,0,3,2]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,ma_some_actions_wrong,3,22 ,no idea,TRUE,NA,NA
16864,survey-likert,22,34,174744,pgpqodcd9lu,quick,immoral,lion,22,female,NA,NA,"{""ma_character_reflective"":5,""ma_think_through"":6,""ma_gut_feelings"":5,""ma_some_actions_wrong"":3,""ma_outcomes_matter"":5}",byst_scenario_quick,"[4,1,0,3,2]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pgpqodcd9lu_1772492817975.csv,ma_think_through,6,22 ,no idea,TRUE,NA,NA
7495,survey-likert,6,1,61150,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_manipulation_check"":6,""n_manipulation_check"":0}",immoral_stimulus_2,"[0,1]",manipulation_check,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_manipulation_check,6,21,,FALSE,j,fast
7495,survey-likert,6,2,61150,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_manipulation_check"":6,""n_manipulation_check"":0}",immoral_stimulus_2,"[0,1]",manipulation_check,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_manipulation_check,0,21,,FALSE,n,slow
27281,survey-likert,7,3,88434,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_principles_eval"":0,""n_principles_eval"":0}",immoral_stimulus_2,"[0,1]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_principles_eval,0,21,,FALSE,n,slow
27281,survey-likert,7,4,88434,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_principles_eval"":0,""n_principles_eval"":0}",immoral_stimulus_2,"[0,1]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_principles_eval,0,21,,FALSE,j,fast
10777,survey-likert,8,5,99212,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""n_standards_eval"":0,""j_standards_eval"":0}",immoral_stimulus_2,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_standards_eval,0,21,,FALSE,n,slow
10777,survey-likert,8,6,99212,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""n_standards_eval"":0,""j_standards_eval"":0}",immoral_stimulus_2,"[1,0]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_standards_eval,0,21,,FALSE,j,fast
11475,survey-likert,9,7,110688,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_deepness_eval"":0,""n_deepness_eval"":0}",immoral_stimulus_2,"[0,1]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_deepness_eval,0,21,,FALSE,n,slow
11475,survey-likert,9,8,110688,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_deepness_eval"":0,""n_deepness_eval"":0}",immoral_stimulus_2,"[0,1]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_deepness_eval,0,21,,FALSE,j,fast
13782,survey-likert,10,9,124473,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_cert_conflicted_RS,0,21,,FALSE,j,fast
13782,survey-likert,10,10,124473,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_cert_conflicted_RS,5,21,,FALSE,n,slow
13782,survey-likert,10,11,124473,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_cert_reservations_RS,0,21,,FALSE,j,fast
13782,survey-likert,10,12,124473,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_cert_reservations_RS,5,21,,FALSE,n,slow
19803,survey-likert,11,13,144278,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":1,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":3}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_cert_quite_certain,6,21,,FALSE,j,fast
19803,survey-likert,11,14,144278,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":1,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":3}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_cert_quite_certain,1,21,,FALSE,n,slow
19803,survey-likert,11,15,144278,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":1,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":3}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_cert_far_from_alternative,3,21,,FALSE,j,fast
19803,survey-likert,11,16,144278,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":1,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":3}",immoral_stimulus_2,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_cert_far_from_alternative,3,21,,FALSE,n,slow
14679,survey-likert,12,17,158958,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":1,""j_imp_upset_acted_without_thinking"":3,""n_imp_upset_acted_without_thinking"":3}",immoral_stimulus_2,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_imp_calm_contained_RS,6,21,,FALSE,j,fast
14679,survey-likert,12,18,158958,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":1,""j_imp_upset_acted_without_thinking"":3,""n_imp_upset_acted_without_thinking"":3}",immoral_stimulus_2,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_imp_calm_contained_RS,1,21,,FALSE,n,slow
14679,survey-likert,12,19,158958,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":1,""j_imp_upset_acted_without_thinking"":3,""n_imp_upset_acted_without_thinking"":3}",immoral_stimulus_2,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,j_imp_upset_acted_without_thinking,3,21,,FALSE,j,fast
14679,survey-likert,12,20,158958,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":1,""j_imp_upset_acted_without_thinking"":3,""n_imp_upset_acted_without_thinking"":3}",immoral_stimulus_2,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,n_imp_upset_acted_without_thinking,3,21,,FALSE,n,slow
4275,survey-likert,15,21,172919,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""b_principles_eval"":5}",byst_scenario_quick,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,b_principles_eval,5,21,,FALSE,b,bystander
1794,survey-likert,16,22,174714,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""b_standards_eval"":5}",byst_scenario_quick,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,b_standards_eval,5,21,,FALSE,b,bystander
1951,survey-likert,17,23,176667,pj8q0htja83,quick,immoral,koala,21,male,NA,NA,"{""b_deepness_eval"":4}",byst_scenario_quick,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/pj8q0htja83_1772139608431.csv,b_deepness_eval,4,21,,FALSE,b,bystander
